place,date_created,text,hashtags,sentiment
Seattle,Sun Oct 27 18:40:32 +0000 2019,@Shaken0Stirred @ninampls @Str8Up3Olives @SammieHunnicut @strom_annette @scoootchover @SuzyStayAtHome @SaddleUpPeople @shellymaxwell @ShelbyKStewart @skewermann @SchlomoBurdue @SusieZlatunich @SpiritualMarie @starrling3 @shannongailmc @Scottcrates @suzierebel Snow already? Fuck! Climate change is real people!!,[],1
Providence,Sun Oct 27 02:16:07 +0000 2019,"This being said, you should never be friends with someone who doesn’t prioritize climate action because that shit affects everyone https://t.co/LHebcfufJK",[],1
Providence,Wed Nov 06 15:21:53 +0000 2019,"Rising Seas Will Erase More Cities by 2050, New Research Shows https://t.co/nRrX3lZ8F3",[],1
Seattle,Wed Nov 06 05:43:33 +0000 2019,"@zoeyjsalsbury @spekulation If it's ruled unconstitutional again, it's arguable that they might do so or not again, based on it being an off year election and the general statewide political climate being different",[],0
Seattle,Wed Nov 06 03:33:13 +0000 2019,#NAME?,[],0
Seattle,Tue Dec 17 19:56:53 +0000 2019,"A Methane Leak, Seen From Space, Proves to Be Far Larger Than Thought https://t.co/iDvVHebI8C",[],1
Seattle,Tue Dec 17 19:11:22 +0000 2019,Design review should be abolished in favor of a race &amp; social justice analysis rating system ... &amp; a developer score card system.  Let’s not worry about what the buildings look like but their impact on climate and community. Do they benefit city by providing safe homes? https://t.co/LrRUiCuW3i,[],1
Providence,Tue Dec 17 16:11:57 +0000 2019,"For anyone who cares about climate &amp; energy policy or heating electrification, the RI PUC’s livestream, a discussion of the 2020 EE Plan, is worth watching right now. https://t.co/Teb1TDRESc Some quotes:",[],1
Seattle,Tue Dec 17 15:04:35 +0000 2019,"Unfortunately we’re to busy in the United States addressing unnecessary &amp; preventable measles outbreaks, having petty squabbles about building ineffective walls, financially decimating farmers, &amp; presenting snowballs in official debates as “proof” climate change is a hoax. https://t.co/Si0xRSTCug",[],1
Seattle,Tue Dec 17 06:33:09 +0000 2019,"And this is why most architects think AD is a joke.

We. Are. In. A. Climate. Crisis. https://t.co/bLxAMQUggL",[],1
Seattle,Tue Dec 17 02:54:42 +0000 2019,"Got the chance to visit the Amazon Sphere working space in Seattle. What an amazing place, bringing a tropical micro climate indoors. Something calming and refreshing about working closer to nature. https://t.co/46eZE67LFY",[],0
Seattle,Mon Jan 04 20:02:10 +0000 2016,"@AndreaNRuth Exactly. And why the climate zealots switched from ""warming"" to ""change.""",[],-1
Seattle,Mon Jan 04 20:00:04 +0000 2016,How Human Psychology Holds Back Climate Change Action https://t.co/oKqnrU9wRm,[],1
Seattle,Tue Feb 09 00:34:14 +0000 2016,More nails in the coffin for #coal as US #climate emissions decline to 1995 levels.  https://t.co/yOKK0tpPig @PowerPastCoal @climatesolution,"[{'text': 'coal', 'indices': [29, 34]}, {'text': 'climate', 'indices': [41, 49]}]",1
Seattle,Tue Feb 09 00:01:07 +0000 2016,#NAME?,[],0
Seattle,Wed Mar 02 20:19:28 +0000 2016,@Intertek_TT @ChargedEVs it's ironic that the real threat here is from fossil fuel combustion driven climate change. Need more EV aviation!,[],1
Seattle,Wed Mar 02 04:31:58 +0000 2016,One of most important things on climate change: focus on solutions - don't keep arguing science b/c that's what deniers want #UWEnvironment,"[{'text': 'UWEnvironment', 'indices': [125, 139]}]",1
Seattle,Wed Mar 02 04:15:06 +0000 2016,"Naomi Oreskes says debates about climate change were not about science, they were about governance #envir495f #UWEnvironment","[{'text': 'envir495f', 'indices': [99, 109]}, {'text': 'UWEnvironment', 'indices': [110, 124]}]",1
Seattle,Wed Mar 02 04:07:53 +0000 2016,@amy_rickel doubt mongering is also used to keep people from believing in climate change b/c the science didn't 100% prove it #UWEnvironment,"[{'text': 'UWEnvironment', 'indices': [126, 140]}]",1
Seattle,Wed Mar 02 03:57:59 +0000 2016,"""There was a consensus in 1979 that climate change from man's actions would happen"" #envir495f #UWEnvironment","[{'text': 'envir495f', 'indices': [84, 94]}, {'text': 'UWEnvironment', 'indices': [95, 109]}]",1
Seattle,Wed Mar 02 03:42:49 +0000 2016,85-90% Democrats believe climate change is occurring vs. 59% of Republicans...anyone really surprised by this? #UWEnvironment,"[{'text': 'UWEnvironment', 'indices': [111, 125]}]",1
Seattle,Wed Mar 02 01:47:19 +0000 2016,Policies can create hostile climate. #necessaryconversationspu,"[{'text': 'necessaryconversationspu', 'indices': [37, 62]}]",0
Seattle,Tue Apr 05 23:50:24 +0000 2016,"@Anthony_Stuart @the_vint @OasusTheDingo He's trying his goddamn best with the worst American political climate in decades,",[],0
Seattle,Tue Apr 05 22:04:10 +0000 2016,.@Zipcar founder @rmchase states that the sharing economy may be the way tackle climate change. Leverage excess capacity. #IconicTour16,"[{'text': 'IconicTour16', 'indices': [122, 135]}]",1
Seattle,Tue Apr 05 22:03:43 +0000 2016,@rmchase let's solve climate change etc using #peersInc models. @duolingo is fav company with 105mm users in 3yrs https://t.co/bCdmyytZaT,"[{'text': 'peersInc', 'indices': [46, 55]}]",1
Seattle,Tue Apr 05 19:55:31 +0000 2016,Catch up on the latest climate science news for the Northwest- check out our April Climate Science Digest https://t.co/gyvzf1BLm9 w/ @NPLCC,[],1
Seattle,Tue Apr 05 17:31:24 +0000 2016,Equality and well-being must be part of the climate change conversation. Here's why. https://t.co/JMx7c27G32 # via @HuffPostScience,[],1
Seattle,Tue Apr 05 03:09:36 +0000 2016,The #COP21 outcome was not legally binding and is still a path to 3.5°C rise since preindustrial #Climate: Direct action needed @ARorganizer,"[{'text': 'COP21', 'indices': [4, 10]}, {'text': 'Climate', 'indices': [97, 105]}]",1
Providence,Tue Apr 05 03:06:52 +0000 2016,NASA Is Facing a Climate Change Countdown https://t.co/wY7rKTlgqb,[],1
Seattle,Tue May 03 04:19:32 +0000 2016,"@KathieDello @nytimes Would be better served if editors would check previous NYTimes articles before using ""first."": https://t.co/AQSEVv1VtV",[],1
Seattle,Tue May 03 00:16:14 +0000 2016,Climate change deniers must not have children or grandchildren.,[],1
Seattle,Wed Jun 08 00:21:19 +0000 2016,#NAME?,[],0
Seattle,Sun Jul 03 19:29:25 +0000 2016,Tonight in Seattle! #blackcommunion #climate #fuckingawesome #nwhc @ Olympic Sculpture Park https://t.co/pwmhWI4gCS,"[{'text': 'blackcommunion', 'indices': [20, 35]}, {'text': 'climate', 'indices': [36, 44]}, {'text': 'fuckingawesome', 'indices': [45, 60]}, {'text': 'nwhc', 'indices': [61, 66]}]",0
Seattle,Sun Jul 03 00:41:21 +0000 2016,"@kersypants It was...okay. What a brutal climate. I met some interesting people, at least. We had some fun together! I'm happy to be home.",[],0
Seattle,Sun Aug 21 20:49:55 +0000 2016,"Happy to be at #asa16!!! Hitting panels on climate justice, #blacklivesmatter, and critical feminism. #sociology https://t.co/7eXceX9LUj","[{'text': 'asa16', 'indices': [15, 21]}, {'text': 'blacklivesmatter', 'indices': [60, 77]}, {'text': 'sociology', 'indices': [102, 112]}]",1
Seattle,Sun Aug 21 16:12:17 +0000 2016,So what does it mean to not marry in a climate of marriage equality? Question posed by Wendy Diane Manning #ASA2016,"[{'text': 'ASA2016', 'indices': [107, 115]}]",0
Seattle,Tue Sep 20 19:53:51 +0000 2016,"@reason
See also https://t.co/CsPBsKqDf6",[],0
Seattle,Tue Sep 20 03:44:29 +0000 2016,@JasonBretWells how many of the refugees from Syria can rightfully be called climate refugees? Why doesn't the Washington Post call this out,[],1
Seattle,Tue Oct 11 20:01:04 +0000 2016,💧@HillaryClinton @ahecht one serious threat we face from climate change is the lack of access to fresh water. #Fracking puts water at risk!,"[{'text': 'Fracking', 'indices': [110, 119]}]",1
Seattle,Tue Oct 11 16:27:04 +0000 2016,@ScottSKOMO https://t.co/NIrINr8qbR,[],1
Buffalo,Tue Oct 11 12:19:49 +0000 2016,They don't believe in evolution or climate change either. This is no surprise https://t.co/ItaEMor7WV,[],1
Seattle,Tue Oct 11 03:37:44 +0000 2016,"Framing issues like the instability and refugees from Syria as a result of climate change might get people's attention, no? @Bentler",[],1
Seattle,Tue Oct 11 00:37:50 +0000 2016,Katherine Hayhoe in the New York Times: https://t.co/i0Yvqtzb6F,[],1
Seattle,Tue Nov 08 22:45:12 +0000 2016,"@FuseWA @VanJones68 @frontandcenterd @OneAmericaVotes This is about politics, not climate change. Fusing the groups. #DoSomething","[{'text': 'DoSomething', 'indices': [117, 129]}]",1
Seattle,Tue Nov 08 21:32:14 +0000 2016,It's 68 degrees in November in Seattle. Good thing this election brought climate change debate to the forefront.,[],1
Seattle,Tue Nov 08 19:56:22 +0000 2016,#NAME?,[],0
Seattle,Tue Nov 08 19:53:43 +0000 2016,Follow @PikaPics to see the cutest little animal that will motivate you to act against climate change!!!!,[],1
Seattle,Tue Nov 08 18:33:22 +0000 2016,"Vote for climate, vote for women, vote for progress, vote for our country's future. #ImWithHer #envir492","[{'text': 'ImWithHer', 'indices': [84, 94]}, {'text': 'envir492', 'indices': [95, 104]}]",1
Seattle,Tue Nov 08 18:09:32 +0000 2016,Rachel Morrello-Frosch @UrbanUW talking about the Climate Gap https://t.co/0IPrhBmijS,[],1
Seattle,Tue Nov 08 08:48:31 +0000 2016,"#BeforeTheFlood Shows the importance of acting quickly on climate change and of introducing a carbon tax. We can do this in WA, today! #i732","[{'text': 'BeforeTheFlood', 'indices': [0, 15]}, {'text': 'i732', 'indices': [135, 140]}]",1
Seattle,Tue Nov 08 07:47:41 +0000 2016,"#Imvotingbecause things need to CHANGE! Except the climate. The climate can stay the same, please. #Solar #electrify #carbontax #Yesoni732","[{'text': 'Imvotingbecause', 'indices': [0, 16]}, {'text': 'Solar', 'indices': [99, 105]}, {'text': 'electrify', 'indices': [106, 116]}, {'text': 'carbontax', 'indices': [117, 127]}, {'text': 'Yesoni732', 'indices': [128, 138]}]",1
Seattle,Tue Nov 08 00:52:57 +0000 2016,If only climate change voted. https://t.co/orQRpawt7m,[],1
